Shipping Code,Category 1,Category 2,City,Library ID,Zip Code,Territory,Shipping Date,State,Shipping Rating,CO2 Emissions,Energy Usage,Damaged Items,Container Volume,Shipping Cost,Units
857,Stationary,Additional Supplies,New York City,LL_125612,10035,East,8/08/2019,New York,Low,1,5,0,48,1,13
858,Stationary,Containers,New York City,LL_125612,10035,East,8/08/2019,New York,Low,1,5,0,51,2,12
859,Stationary,Paper,New Brunswick,LL_161984,8901,East,15/04/2022,New Jersey,Low,1,5,0,61,9,3
860,Stationary,Staples,New Brunswick,LL_161984,8901,East,15/04/2022,New Jersey,Very Friendly,1,19,1,73,23,5
861,Stationary,Additional Supplies,San Francisco,LL_133851,94122,West,16/06/2019,California,Friendly,4,221,1,69,16,30
862,Stationary,Paper,San Francisco,LL_133851,94122,West,16/06/2019,California,Moderate,1,375,0,48,2,20
863,Computers and Scanners,Scanners,Jacksonville,LL_134474,32216,South,7/01/2021,Florida,Friendly,1,163,0,55,7,2
864,Stationary,Paper,Jacksonville,LL_134474,32216,South,7/01/2021,Florida,Low,1,5,0,53,1,13
865,Computers and Scanners,Telephones and Intercomms,Jacksonville,LL_134474,32216,South,7/01/2021,Florida,Moderate,10,751,0,49,4,136
866,Stationary,Barcode Labels,Springfield,LL_149020,22153,South,15/01/2019,Virginia,Friendly,1,5,0,54,1,9
867,Shelves and Couches,Desks and Tables,Springfield,LL_149020,22153,South,15/01/2019,Virginia,Low,1,38,1,64,3,5
868,Stationary,Barcode Labels,Philadelphia,LL_134362,19140,East,2/10/2021,Pennsylvania,Low,1,736,0,60,5,11
869,Stationary,Folders,Lancaster,LL_136742,17602,East,10/04/2019,Pennsylvania,Friendly,1,256,1,73,32,5
870,Stationary,Folders,Philadelphia,LL_158099,19143,East,5/09/2021,Pennsylvania,Moderate,1,5,0,42,0,5
871,Computers and Scanners,Telephones and Intercomms,Philadelphia,LL_158099,19143,East,5/09/2021,Pennsylvania,Terrible,1,5,0,53,3,8
872,Stationary,Paper,Concord,LL_131128,3301,East,20/10/2020,New Hampshire,Very Friendly,43,722,0,52,22,47
873,Stationary,Paper,New York City,LL_148488,10009,East,15/12/2019,New York,Low,1,5,0,51,0,8
874,Stationary,Folders,New York City,LL_148488,10009,East,15/12/2019,New York,Moderate,1,769,0,60,2,31
875,Stationary,Paper,Charlotte,LL_114636,28205,South,29/08/2022,North Carolina,Moderate,1,406,0,46,7,5
876,Shelves and Couches,Desks and Tables,Concord,LL_116736,3301,East,21/01/2021,New Hampshire,Moderate,1,198,0,53,3,38
877,Computers and Scanners,Scanners,Concord,LL_116736,3301,East,21/01/2021,New Hampshire,Low,1,327,0,54,3,5
878,Computers and Scanners,Scanners,Concord,LL_116736,3301,East,21/01/2021,New Hampshire,Very Friendly,2,463,0,73,19,10
879,Stationary,Folders,Philadelphia,LL_158638,19120,East,21/09/2019,Pennsylvania,Moderate,1,5,0,52,2,28
880,Stationary,Folders,New York City,LL_111689,10024,East,2/12/2022,New York,Friendly,1,5,0,46,2,11
881,Shelves and Couches,Desk Chairs,New York City,LL_111689,10024,East,2/12/2022,New York,Low,1,269,0,44,2,13
882,Stationary,Containers,Springfield,LL_129098,22153,South,13/10/2020,Virginia,Low,1,5,0,57,2,24
883,Stationary,Paper,San Francisco,LL_123463,94109,West,23/12/2022,California,Very Friendly,1,95,0,73,4,3
884,Shelves and Couches,Desks and Tables,Detroit,LL_165148,48227,Central,24/10/2021,Michigan,Friendly,3,786,0,69,9,8
885,Shelves and Couches,Desks and Tables,Rochester,LL_134061,14609,East,4/05/2019,New York,Moderate,4,554,0,68,1,141
886,Stationary,Folders,Los Angeles,LL_143602,90045,West,28/04/2020,California,Low,1,180,0,63,2,5
887,Stationary,Containers,San Diego,LL_115364,92105,West,2/07/2022,California,Friendly,1,296,1,77,28,5
888,Stationary,Folders,Columbia,LL_150707,21044,East,19/10/2022,Maryland,Moderate,1,389,0,66,4,13
889,Stationary,Paper,San Francisco,LL_104976,94122,West,16/12/2019,California,Friendly,529,854,0,74,13,1296
890,Computers and Scanners,Scanners,New Rochelle,LL_132934,10801,East,26/06/2022,New York,Very Friendly,1,781,0,73,10,4
891,Stationary,Folders,New Rochelle,LL_132934,10801,East,26/06/2022,New York,Very Friendly,4,808,2,82,60,7
892,Stationary,Paper,Detroit,LL_133256,48227,Central,27/06/2022,Michigan,Moderate,135,165,0,64,3,1111
893,Stationary,Paper,Detroit,LL_133256,48227,Central,27/06/2022,Michigan,Moderate,34,238,0,69,7,221
894,Computers and Scanners,Telephones and Intercomms,Detroit,LL_133256,48227,Central,27/06/2022,Michigan,Very Friendly,126,488,3,83,36,128
895,Stationary,Containers,San Francisco,LL_105494,94122,West,12/11/2021,California,Friendly,17,717,0,66,8,15
896,Stationary,Folders,San Francisco,LL_105494,94122,West,12/11/2021,California,Terrible,8,494,0,68,0,24
897,Stationary,Envelopes,Houston,LL_140634,77095,Central,6/10/2021,Texas,Very Friendly,48,284,3,78,39,48
898,Stationary,Barcode Labels,Detroit,LL_144407,48227,Central,15/09/2019,Michigan,Friendly,1,542,0,68,3,5
899,Stationary,Paper,Auburn,LL_160983,13021,East,31/10/2022,New York,Low,1,5,0,64,2,6
900,Stationary,Folders,Springfield,LL_114622,45503,East,12/04/2021,Ohio,Terrible,1,5,1,79,47,5
901,Stationary,Barcode Labels,Garland,LL_150959,75043,Central,13/11/2022,Texas,Very Friendly,17,691,2,74,29,25
902,Stationary,Folders,Garland,LL_150959,75043,Central,13/11/2022,Texas,Friendly,1,250,0,74,20,5
903,Computers and Scanners,Telephones and Intercomms,Chicago,LL_132353,60653,Central,17/09/2022,Illinois,Friendly,1,600,0,65,9,3
904,Stationary,Paper,Los Angeles,LL_130477,90032,West,12/04/2021,California,Low,1,764,0,63,0,50
905,Stationary,Containers,Los Angeles,LL_130477,90032,West,12/04/2021,California,Moderate,1,832,0,64,1,25
906,Stationary,Paper,Los Angeles,LL_130477,90032,West,12/04/2021,California,Moderate,13,580,0,65,2,155
907,Shelves and Couches,Book Shelf,New York City,LL_143259,10009,East,3/01/2023,New York,Moderate,7,643,0,68,20,84
908,Computers and Scanners,Telephones and Intercomms,New York City,LL_143259,10009,East,3/01/2023,New York,Very Friendly,3,845,3,80,46,4
909,Stationary,Folders,New York City,LL_143259,10009,East,3/01/2023,New York,Friendly,1,798,0,74,6,19
910,Computers and Scanners,Telephones and Intercomms,Jackson,LL_137596,49201,Central,7/09/2022,Michigan,Moderate,1,346,0,66,1,7
911,Computers and Scanners,Scanners,Jackson,LL_137596,49201,Central,7/09/2022,Michigan,Very Friendly,25,291,0,73,21,65
912,Stationary,Containers,Jackson,LL_137596,49201,Central,7/09/2022,Michigan,Low,1,58,0,63,2,5
913,Shelves and Couches,Desks and Tables,Norwich,LL_133627,6360,East,7/06/2020,Connecticut,Terrible,4,406,0,64,1,5
914,Shelves and Couches,Desks and Tables,Milwaukee,LL_102519,53209,Central,29/11/2022,Wisconsin,Low,12,678,0,68,1,26
915,Computers and Scanners,Scanners,Milwaukee,LL_102519,53209,Central,29/11/2022,Wisconsin,Friendly,9,968,0,75,3,81
916,Shelves and Couches,Counters,San Antonio,LL_141215,78207,Central,21/06/2019,Texas,Friendly,1,172,0,76,20,3
917,Shelves and Couches,Desk Chairs,San Antonio,LL_141215,78207,Central,21/06/2019,Texas,Terrible,1,5,1,37,37,5
918,Stationary,Folders,San Antonio,LL_141215,78207,Central,21/06/2019,Texas,Very Friendly,7,690,2,79,49,8
919,Stationary,Envelopes,Dallas,LL_165218,75220,Central,11/03/2021,Texas,Friendly,6,888,0,69,12,10
920,Stationary,Containers,Dallas,LL_165218,75220,Central,11/03/2021,Texas,Very Friendly,11,895,2,79,44,10
921,Stationary,Containers,Alexandria,LL_138296,22304,South,12/12/2019,Virginia,Moderate,2,811,1,76,18,4
922,Computers and Scanners,Scanners,New York City,LL_111164,10009,East,15/04/2020,New York,Friendly,5,833,1,73,31,8
923,Computers and Scanners,Telephones and Intercomms,New York City,LL_111164,10009,East,15/04/2020,New York,Friendly,2,831,1,76,32,4
924,Stationary,Pens,New York City,LL_111164,10009,East,15/04/2020,New York,Very Friendly,1,184,1,79,33,5
925,Stationary,Folders,New York City,LL_149797,10011,East,20/09/2021,New York,Friendly,12,511,2,76,53,10
926,Stationary,Paper,Philadelphia,LL_132962,19143,East,16/09/2019,Pennsylvania,Very Friendly,5,428,3,78,48,5
927,Computers and Scanners,Scanners,Philadelphia,LL_132962,19143,East,16/09/2019,Pennsylvania,Very Friendly,2,282,2,72,47,5
929,Stationary,Pens,Springfield,LL_115091,22153,South,9/10/2020,Virginia,Very Friendly,7,120,3,79,48,5
930,Stationary,Paper,Toledo,LL_144932,43615,East,17/04/2022,Ohio,Very Friendly,39,777,2,81,37,63
931,Stationary,Paper,Toledo,LL_144932,43615,East,17/04/2022,Ohio,Very Friendly,83,676,3,79,43,83
932,Stationary,Paper,Toledo,LL_144932,43615,East,17/04/2022,Ohio,Friendly,10,707,1,80,43,11
933,Stationary,Paper,Philadelphia,LL_114216,19140,East,6/09/2022,Pennsylvania,Friendly,6,157,1,73,43,10
934,Stationary,Paper,Philadelphia,LL_140081,19120,East,24/06/2021,Pennsylvania,Very Friendly,1,368,4,81,50,5
935,Stationary,Folders,Philadelphia,LL_140081,19120,East,24/06/2021,Pennsylvania,Very Friendly,4,269,2,79,48,4
936,Stationary,Paper,Philadelphia,LL_140081,19120,East,24/06/2021,Pennsylvania,Terrible,1,5,0,1,0,5
937,Stationary,Pens,Philadelphia,LL_140081,19120,East,24/06/2021,Pennsylvania,Friendly,47,990,1,81,54,58
938,Computers and Scanners,Scanners,Farmington,LL_111745,87401,West,6/11/2022,New Mexico,Friendly,1,5,0,69,0,2
939,Stationary,Paper,Riverside,LL_148250,92503,West,17/12/2020,California,Very Friendly,1,438,2,72,34,2
941,Stationary,Paper,San Francisco,LL_105760,94110,West,20/06/2021,California,Very Friendly,1,386,1,72,46,3
942,Stationary,Folders,Torrance,LL_142958,90503,West,20/12/2021,California,Friendly,1,282,3,79,52,5
943,Shelves and Couches,Counters,Torrance,LL_142958,90503,West,20/12/2021,California,Very Friendly,1,756,1,75,24,2
944,Stationary,Paper,Seattle,LL_120880,98105,West,3/06/2020,Washington,Friendly,1,830,2,79,37,5
945,Stationary,Containers,Seattle,LL_120880,98105,West,3/06/2020,Washington,Friendly,1,377,0,68,11,4
947,Shelves and Couches,Counters,Mesa,LL_140200,85204,West,28/07/2020,Arizona,Very Friendly,1,5,1,74,40,5
948,Shelves and Couches,Desks and Tables,Philadelphia,LL_110576,19120,East,2/12/2022,Pennsylvania,Very Friendly,18,75,3,79,46,16
949,Shelves and Couches,Desks and Tables,Philadelphia,LL_110576,19120,East,2/12/2022,Pennsylvania,Very Friendly,4,433,3,80,50,5
950,Shelves and Couches,Counters,Philadelphia,LL_110576,19120,East,2/12/2022,Pennsylvania,Very Friendly,30,371,1,75,30,38
951,Stationary,Paper,Philadelphia,LL_110576,19120,East,2/12/2022,Pennsylvania,Very Friendly,6,831,1,78,51,11
952,Stationary,Paper,Philadelphia,LL_110576,19120,East,2/12/2022,Pennsylvania,Friendly,10,683,1,72,23,22
953,Shelves and Couches,Desks and Tables,Philadelphia,LL_131156,19143,East,7/04/2022,Pennsylvania,Moderate,160,392,1,66,26,144
955,Shelves and Couches,Book Shelf,Round Rock,LL_136539,78664,Central,1/01/2023,Texas,Friendly,1,94,1,73,24,8
956,Stationary,Containers,Jackson,LL_119305,39212,South,4/12/2022,Mississippi,Very Friendly,4,353,2,74,40,5
957,Computers and Scanners,Telephones and Intercomms,Phoenix,LL_102414,85023,West,18/05/2022,Arizona,Very Friendly,2,131,2,78,47,2
958,Stationary,Folders,Phoenix,LL_102414,85023,West,18/05/2022,Arizona,Very Friendly,34,30,2,80,45,43
959,Stationary,Paper,Phoenix,LL_102414,85023,West,18/05/2022,Arizona,Very Friendly,5,588,4,81,49,9
960,Shelves and Couches,Desks and Tables,Oceanside,LL_112571,92054,West,22/09/2020,California,Very Friendly,4,90,3,82,43,7
961,Shelves and Couches,Desk Chairs,San Francisco,LL_152142,94110,West,19/11/2022,California,Friendly,23,858,1,73,26,67
962,Stationary,Folders,Fayetteville,LL_160059,72701,South,1/12/2020,Arkansas,Moderate,34,843,0,69,14,48
963,Stationary,Envelopes,San Francisco,LL_120859,94110,West,4/09/2021,California,Very Friendly,54,558,3,79,50,60
964,Stationary,Barcode Labels,Boca Raton,LL_127488,33433,South,24/09/2019,Florida,Very Friendly,2,970,1,76,40,5
965,Stationary,Barcode Labels,New York City,LL_135279,10011,East,11/04/2022,New York,Low,45,548,0,72,4,69
966,Stationary,Paper,New York City,LL_135279,10011,East,11/04/2022,New York,Low,11,901,0,70,1,27
967,Stationary,Paper,New York City,LL_135279,10011,East,11/04/2022,New York,Very Friendly,6,241,1,80,56,7
968,Stationary,Paper,New York City,LL_135279,10011,East,11/04/2022,New York,Moderate,2,219,1,73,16,5
969,Stationary,Barcode Labels,New York City,LL_135279,10011,East,11/04/2022,New York,Moderate,6,469,1,74,41,2
970,Stationary,Containers,New York City,LL_135279,10011,East,11/04/2022,New York,Moderate,2,271,0,77,12,4
971,Shelves and Couches,Desks and Tables,Philadelphia,LL_115791,19134,East,18/01/2019,Pennsylvania,Very Friendly,3,603,0,74,17,3
972,Computers and Scanners,Telephones and Intercomms,Philadelphia,LL_115791,19134,East,18/01/2019,Pennsylvania,Very Friendly,4,648,1,77,34,5
973,Stationary,Folders,Philadelphia,LL_115791,19134,East,18/01/2019,Pennsylvania,Very Friendly,40,706,0,74,20,24
974,Stationary,Barcode Labels,Philadelphia,LL_115791,19134,East,18/01/2019,Pennsylvania,Low,5,937,0,75,7,18
975,Computers and Scanners,Telephones and Intercomms,New York City,LL_103247,10011,East,8/10/2022,New York,Very Friendly,11,310,1,75,51,4
976,Stationary,Folders,New York City,LL_103247,10011,East,8/10/2022,New York,Terrible,2,186,0,62,4,20
977,Stationary,Folders,Portland,LL_100209,97206,West,15/07/2022,Oregon,Terrible,1,5,0,2,2,5
978,Computers and Scanners,Fax Machines,Detroit,LL_159366,48205,Central,10/01/2022,Michigan,Very Friendly,35,696,0,81,41,20
979,Stationary,Folders,Wilmington,LL_145499,28403,South,31/05/2021,North Carolina,Friendly,1,666,0,69,9,5
980,Stationary,Paper,Columbus,LL_157035,47201,Central,12/12/2020,Indiana,Terrible,1,5,1,74,19,5
981,Shelves and Couches,Desk Chairs,New York City,LL_144939,10035,East,8/10/2021,New York,Terrible,1,5,2,77,31,5
982,Stationary,Paper,Louisville,LL_163419,80027,West,14/11/2019,Colorado,Moderate,1,8,0,66,1,5
983,Computers and Scanners,Telephones and Intercomms,Louisville,LL_163419,80027,West,14/11/2019,Colorado,Moderate,1,29,0,1,1,5
984,Shelves and Couches,Desk Chairs,Louisville,LL_163419,80027,West,14/11/2019,Colorado,Low,1,5,0,68,6,5
985,Stationary,Barcode Labels,Pasadena,LL_100314,77506,Central,5/10/2022,Texas,Terrible,1,5,1,76,26,5
986,Stationary,Envelopes,Pasadena,LL_100314,77506,Central,5/10/2022,Texas,Very Friendly,3,393,3,80,37,4
987,Computers and Scanners,Fax Machines,Pasadena,LL_100314,77506,Central,5/10/2022,Texas,Moderate,1,5,0,60,1,6
988,Stationary,Folders,Houston,LL_146829,77041,Central,10/03/2020,Texas,Friendly,1,56,0,71,5,5
989,Shelves and Couches,Desks and Tables,Auburn,LL_167899,13021,East,26/05/2022,New York,Friendly,1,58,0,66,1,5
990,Stationary,Paper,Auburn,LL_167899,13021,East,26/05/2022,New York,Friendly,1,57,0,72,8,5
991,Shelves and Couches,Desk Chairs,Jacksonville,LL_153549,32216,South,31/03/2020,Florida,Friendly,1,30,0,69,3,5
992,Stationary,Folders,New York City,LL_110023,10024,East,11/09/2021,New York,Friendly,1,135,1,75,33,5
993,Stationary,Staples,San Jose,LL_105585,95123,West,27/08/2021,California,Moderate,16,303,1,75,18,38
994,Stationary,Paper,San Jose,LL_105585,95123,West,27/08/2021,California,Terrible,1,5,1,75,50,5
995,Stationary,Folders,Virginia Beach,LL_117639,23464,South,25/05/2019,Virginia,Friendly,1,664,1,74,29,5
996,Computers and Scanners,Telephones and Intercomms,Virginia Beach,LL_117639,23464,South,25/05/2019,Virginia,Friendly,1,375,2,74,37,5
997,Stationary,Envelopes,Henderson,LL_162537,42420,South,3/11/2020,Kentucky,Moderate,1,155,0,72,14,5
998,Stationary,Containers,Henderson,LL_162537,42420,South,3/11/2020,Kentucky,Terrible,1,5,3,79,39,5
999,Shelves and Couches,Desks and Tables,Henderson,LL_162537,42420,South,3/11/2020,Kentucky,Low,1,622,0,65,10,9
1000,Shelves and Couches,Desks and Tables,Henderson,LL_162537,42420,South,3/11/2020,Kentucky,Moderate,34,42,1,72,18,184
1001,Stationary,Paper,Vancouver,LL_155488,98661,West,17/11/2021,Washington,Very Friendly,1,77,1,73,27,5
1002,Computers and Scanners,Scanners,New York City,LL_124891,10024,East,31/07/2020,New York,Very Friendly,2,314,0,74,28,10
1003,Shelves and Couches,Counters,New York City,LL_124891,10024,East,31/07/2020,New York,Friendly,1,228,1,72,34,5
1004,Stationary,Paper,New York City,LL_124891,10024,East,31/07/2020,New York,Friendly,5,327,1,69,21,30
1005,Stationary,Containers,Murrieta,LL_126445,92563,West,31/08/2020,California,Low,11,335,0,70,20,34
1006,Stationary,Paper,Jacksonville,LL_111199,28540,South,17/11/2020,North Carolina,Very Friendly,40,214,0,52,35,48
1007,Stationary,Envelopes,Scottsdale,LL_105312,85254,West,9/11/2020,Arizona,Low,5,670,0,74,18,6
1008,Stationary,Folders,Scottsdale,LL_105312,85254,West,9/11/2020,Arizona,Moderate,17,741,1,70,10,72
1009,Stationary,Paper,Burlington,LL_106705,52601,Central,1/01/2023,Iowa,Friendly,1,929,0,47,15,2
1010,Computers and Scanners,Telephones and Intercomms,Chicago,LL_135034,60653,Central,3/08/2022,Illinois,Moderate,1,33,0,44,7,2
1011,Shelves and Couches,Desks and Tables,San Diego,LL_158540,92037,West,26/11/2019,California,Friendly,1,294,0,56,11,2
1012,Shelves and Couches,Desks and Tables,Olympia,LL_118437,98502,West,21/06/2022,Washington,Low,1,139,0,58,3,5
1013,Stationary,Containers,Olympia,LL_118437,98502,West,21/06/2022,Washington,Low,1,685,0,44,3,13
1014,Shelves and Couches,Counters,Seattle,LL_126214,98103,West,24/12/2020,Washington,Moderate,1,399,0,46,9,5
1015,Computers and Scanners,Scanners,Seattle,LL_126214,98103,West,24/12/2020,Washington,Low,1,718,0,60,27,5
1016,Stationary,Paper,Los Angeles,LL_133025,90036,West,19/09/2020,California,Friendly,1,229,0,59,7,21
1017,Shelves and Couches,Desks and Tables,New York City,LL_108665,10011,East,10/07/2020,New York,Low,1,5,0,45,2,4
1018,Shelves and Couches,Desks and Tables,New York City,LL_108665,10011,East,10/07/2020,New York,Low,1,634,0,47,7,17
1019,Computers and Scanners,Telephones and Intercomms,New York City,LL_108665,10011,East,10/07/2020,New York,Low,1,5,0,61,12,3
1020,Stationary,Containers,New York City,LL_108665,10011,East,10/07/2020,New York,Low,1,249,0,49,8,5
1021,Stationary,Paper,Washington,LL_124450,20016,East,3/05/2020,District of Columbia,Low,1,372,0,54,4,6
1022,Shelves and Couches,Desk Chairs,Washington,LL_124450,20016,East,3/05/2020,District of Columbia,Friendly,1,5,0,55,1,9
1023,Computers and Scanners,Fax Machines,Washington,LL_124450,20016,East,3/05/2020,District of Columbia,Moderate,1,837,0,60,3,32
1024,Stationary,Envelopes,Philadelphia,LL_167269,19134,East,20/06/2020,Pennsylvania,Moderate,1,5,0,62,2,18
1025,Stationary,Folders,Los Angeles,LL_106964,90045,West,20/12/2022,California,Low,1,43,1,65,4,5
1026,Stationary,Paper,Springfield,LL_126529,45503,East,13/01/2021,Ohio,Low,1,83,0,54,8,4
1027,Stationary,Paper,Springfield,LL_126529,45503,East,13/01/2021,Ohio,Moderate,1,151,0,55,7,36
1028,Computers and Scanners,Telephones and Intercomms,Springfield,LL_126529,45503,East,13/01/2021,Ohio,Moderate,1,935,0,57,1,76
1029,Stationary,Paper,Hackensack,LL_163552,7601,East,15/07/2019,New Jersey,Low,1,37,0,59,2,5
1030,Computers and Scanners,Telephones and Intercomms,Hackensack,LL_163552,7601,East,15/07/2019,New Jersey,Low,1,791,0,61,8,11
1031,Shelves and Couches,Desk Chairs,Hackensack,LL_163552,7601,East,15/07/2019,New Jersey,Low,1,5,0,51,0,8
1032,Shelves and Couches,Desks and Tables,Hackensack,LL_163552,7601,East,15/07/2019,New Jersey,Low,1,981,0,52,6,18
1033,Stationary,Barcode Labels,Hackensack,LL_163552,7601,East,15/07/2019,New Jersey,Low,1,87,0,52,4,5
1034,Stationary,Paper,Cincinnati,LL_109820,45231,East,22/11/2021,Ohio,Low,1,5,0,53,1,10
1035,Stationary,Folders,Cincinnati,LL_109820,45231,East,22/11/2021,Ohio,Low,1,5,0,55,3,3
1036,Stationary,Folders,Cincinnati,LL_109820,45231,East,22/11/2021,Ohio,Low,1,499,0,58,4,8
1037,Shelves and Couches,Desks and Tables,Jefferson City,LL_113061,65109,Central,26/04/2021,Missouri,Low,1,763,0,59,1,5
1038,Stationary,Folders,Los Angeles,LL_127418,90004,West,14/06/2020,California,Moderate,1,5,0,42,0,5
1039,Stationary,Paper,Burlington,LL_121818,27217,South,21/11/2022,North Carolina,Moderate,10,509,0,49,7,140
1040,Stationary,Paper,Burlington,LL_121818,27217,South,21/11/2022,North Carolina,Low,1,5,0,49,2,13
1041,Shelves and Couches,Counters,Saint Peters,LL_127670,63376,Central,24/03/2021,Missouri,Moderate,1,141,0,54,4,39
